epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,20.3185,1.14789,1.88023,1.33938,0.14218,0.33333,0.0883,0.05936,1.0487,3.70625,1.56988,0.00137232,0.00137232,0.00137232
14,21.0785,1.05625,2.01919,1.28957,0.14218,0.33333,0.0883,0.05936,1.0487,3.70625,1.56988,0.00144064,0.00144064,0.00144064
15,21.8923,1.15642,2.08965,1.42114,0.0924,0.46667,0.06362,0.04748,1.09802,3.56797,1.32353,0.0014456,0.0014456,0.0014456
16,22.6594,1.12258,1.89763,1.35122,0.08925,0.4,0.12816,0.09857,1.19674,3.95308,1.45916,0.001406,0.001406,0.001406
17,23.4517,0.95579,1.84423,1.2035,0.15716,0.6,0.17832,0.14741,1.14783,5.84249,1.41588,0.0013664,0.0013664,0.0013664
18,24.223,1.05342,1.96325,1.31783,0.3252,0.66667,0.33421,0.2656,0.97457,5.4223,1.25873,0.0013268,0.0013268,0.0013268
19,25.0254,1.03049,1.7937,1.29404,0.22086,0.73333,0.24466,0.18073,1.00021,6.38004,1.28762,0.0012872,0.0012872,0.0012872
20,25.8424,1.12904,1.95966,1.36031,0.33573,0.73333,0.33665,0.27635,0.97572,5.61324,1.31186,0.0012476,0.0012476,0.0012476
21,26.6774,0.97529,1.70584,1.22571,0.4589,0.8,0.54987,0.42525,0.92837,4.29461,1.28819,0.001208,0.001208,0.001208
22,27.4513,1.00957,2.06909,1.33999,0.4589,0.8,0.54987,0.42525,0.92837,4.29461,1.28819,0.0011684,0.0011684,0.0011684
23,28.2435,0.82213,3.20657,1.06962,0.56853,0.8,0.65759,0.50324,0.86505,2.88373,1.2251,0.0011288,0.0011288,0.0011288
24,29.0824,0.95302,1.71155,1.25418,0.73017,0.8,0.75961,0.6197,0.77095,1.86196,1.15345,0.0010892,0.0010892,0.0010892
25,29.9008,0.97411,1.58499,1.20263,0.7848,0.8,0.79829,0.63824,0.75892,1.57488,1.12223,0.0010496,0.0010496,0.0010496
26,30.8479,0.98346,2.10512,1.37146,0.88243,0.8,0.80698,0.63566,0.75848,1.72249,1.11636,0.00101,0.00101,0.00101
27,31.912,0.88452,1.53663,1.19335,0.90488,0.8,0.78526,0.63113,0.78966,2.23144,1.12843,0.0009704,0.0009704,0.0009704
28,32.9026,0.85511,1.44702,1.20439,0.79286,0.8,0.81363,0.62856,0.8223,2.44515,1.10864,0.0009308,0.0009308,0.0009308
29,33.7076,0.72805,1.30813,1.06514,0.6351,0.73333,0.65935,0.51378,0.85513,2.9718,1.14566,0.0008912,0.0008912,0.0008912
30,34.4762,0.87466,1.49642,1.21075,0.6351,0.73333,0.65935,0.51378,0.85513,2.9718,1.14566,0.0008516,0.0008516,0.0008516
31,35.2651,0.88732,1.50773,1.15642,0.53097,0.8,0.58473,0.40258,0.83988,2.66505,1.20805,0.000812,0.000812,0.000812
32,36.0845,0.81055,1.37694,1.13915,0.79725,0.78716,0.78911,0.60366,0.79622,1.70951,1.12939,0.0007724,0.0007724,0.0007724
33,36.9103,0.83794,1.39956,1.18677,0.8236,0.73333,0.74779,0.57657,0.83186,1.72617,1.15671,0.0007328,0.0007328,0.0007328
34,37.7156,0.82612,1.37433,1.19971,0.78334,0.8,0.79912,0.63217,0.84174,1.66926,1.1911,0.0006932,0.0006932,0.0006932
35,38.4664,0.92289,1.42754,1.2552,0.90469,0.8,0.86431,0.68021,0.85442,1.49411,1.23269,0.0006536,0.0006536,0.0006536
36,39.254,0.82397,1.52927,1.1254,0.97808,0.8,0.82521,0.70818,0.77548,1.35848,1.11597,0.000614,0.000614,0.000614
37,40.0697,0.77513,1.29967,1.09525,0.97236,0.8,0.81828,0.6849,0.73602,1.24226,1.05947,0.0005744,0.0005744,0.0005744
38,40.8498,0.66697,1.24608,1.07239,0.97236,0.8,0.81828,0.6849,0.73602,1.24226,1.05947,0.0005348,0.0005348,0.0005348
39,41.5985,0.62671,2.79201,0.9695,0.95698,0.8,0.85887,0.70105,0.72303,1.16279,1.05914,0.0004952,0.0004952,0.0004952
40,42.3591,0.86069,1.35456,1.121,0.92838,0.86435,0.89244,0.73079,0.6982,1.10128,1.02808,0.0004556,0.0004556,0.0004556
41,54.0586,0.81786,1.94063,1.22919,0.92808,0.86076,0.89544,0.7132,0.72509,1.09845,1.07254,0.000416,0.000416,0.000416
42,55.5482,0.74786,1.8042,1.15289,0.82896,0.86667,0.88365,0.6843,0.73078,1.14284,1.09837,0.0003764,0.0003764,0.0003764
43,56.684,0.70436,1.63697,1.02166,0.76139,0.86667,0.8437,0.6303,0.77331,1.25622,1.19773,0.0003368,0.0003368,0.0003368
44,57.8854,0.66147,1.5493,1.07503,0.78261,0.86667,0.84206,0.65688,0.71341,1.31879,1.15658,0.0002972,0.0002972,0.0002972
45,59.1107,0.6894,1.71824,1.17861,0.74195,0.9592,0.92032,0.71445,0.6591,1.25695,1.109,0.0002576,0.0002576,0.0002576
46,60.2683,0.66096,1.68774,1.08646,0.74195,0.9592,0.92032,0.71445,0.6591,1.25695,1.109,0.000218,0.000218,0.000218
47,61.4097,0.63268,1.58102,1.06354,0.83158,0.98808,0.9295,0.70843,0.67464,1.20184,1.14095,0.0001784,0.0001784,0.0001784
48,62.4883,0.62906,1.56848,1.09079,0.87249,0.91329,0.93948,0.72047,0.66185,1.14406,1.13259,0.0001388,0.0001388,0.0001388
49,63.4942,0.74249,1.70634,1.12879,0.82972,0.97542,0.94212,0.74136,0.65885,1.10646,1.13634,9.92e-05,9.92e-05,9.92e-05
50,64.4914,0.63482,1.56571,1.06277,0.82703,0.9571,0.92673,0.72099,0.66026,1.07903,1.14479,5.96e-05,5.96e-05,5.96e-05
